1798,1759,2000
1801,1762,2000
1803,1765,2000
1806,1767,2000
1808,1770,2000
1810,1773,2000
1813,1776,2000
1815,1779,2000
1817,1782,2000
1820,1785,2000
1822,1788,2000
1824,1791,2000
1827,1794,2000
1829,1797,2000
1831,1800,2000
1833,1803,2000
514,-411,2000
1838,1809,2000
1840,1812,2000
1842,1815,2000
1844,1818,2000
1847,1821,2000
1849,1824,2000
1851,1827,2000
1853,1830,2000
1855,1833,2000
1857,1836,2000
1859,1839,2000
1861,1842,2000
1864,1845,2000
1866,1848,2000
1868,1851,2000
1870,1854,2000
1872,1856,2000
1874,1859,2000
1876,1862,2000
1878,1865,2000
1880,1868,2000
1882,1871,2000
1884,1874,2000
1885,1877,2000
1887,1880,2000
1889,1883,2000
1891,1886,2000
1893,1889,2000
1895,1892,2000
1897,1895,2000
1899,1898,2000
1900,1901,2000
1902,1904,2000
1903,1904,2000
1904,1904,2000
1906,1904,2000
1907,1903,2000
1908,1903,2000
1909,1903,2000
1910,1903,2000
1911,1903,2000
1913,1902,2000
1914,1902,2000
1915,1902,2000
1916,1902,2000
1917,1902,2000
1919,1902,2000
1920,1902,2000
1921,1901,2000
1922,1901,2000
1923,1901,2000
1924,1901,2000
1926,1901,2000
1927,1901,2000
1928,1901,2000
1929,1900,2000
1930,1900,2000
1932,1900,2000
1933,1900,2000
1934,1900,2000
1935,1900,2000
1936,1900,2000
1937,1900,2000
1939,1900,2000
1940,1899,2000
1941,1899,2000
1942,1899,2000
1943,1899,2000
1945,1899,2000
1946,1899,2000
1947,1899,2000
1948,1899,2000
1949,1899,2000
1951,1899,2000
1952,1899,2000
1953,1899,2000
1954,1899,2000
1955,1899,2000
1957,1899,2000
1958,1899,2000
1959,1898,2000
1960,1898,2000
1961,1898,2000
1959,1895,2000
1957,1892,2000
1955,1889,2000
1953,1886,2000
1951,1883,2000
1949,1880,2000
1947,1877,2000
1945,1874,2000
1943,1871,2000
1941,1868,2000
1939,1865,2000
1936,1862,2000
1934,1859,2000
1932,1856,2000
1930,1853,2000
1928,1850,2000
1925,1847,2000
1923,1844,2000
1921,1841,2000
1918,1838,2000
1916,1835,2000
1914,1832,2000
1912,1829,2000
1909,1826,2000
1907,1823,2000
1904,1820,2000
1902,1817,2000
1900,1814,2000
1897,1811,2000
1895,1808,2000
1892,1805,2000
1890,1802,2000
1887,1799,2000
1885,1796,2000
1882,1793,2000
1880,1789,2000
1877,1786,2000
1875,1783,2000
1872,1780,2000
1869,1777,2000
1867,1774,2000
1864,1771,2000
1862,1768,2000
1859,1765,2000
1856,1762,2000
1854,1759,2000
1851,1756,2000
1848,1753,2000
1846,1750,2000
1843,1746,2000
1844,1746,2000
1844,1746,2000
1845,1746,2000
1846,1746,2000
1847,1746,2000
1847,1746,2000
1848,1746,2000
1849,1746,2000
1850,1746,2000
1850,1746,2000
1851,1746,2000
1852,1746,2000
1853,1746,2000
1853,1745,2000
1854,1745,2000
1855,1745,2000
1855,1745,2000
1856,1745,2000
1857,1745,2000
1858,1745,2000
1858,1745,2000
1859,1745,2000
1860,1745,2000
1861,1745,2000
1861,1745,2000
1862,1745,2000
1863,1745,2000
1864,1745,2000
1864,1745,2000
1865,1745,2000
1866,1745,2000
1867,1745,2000
1867,1745,2000
1868,1745,2000
1869,1745,2000
1870,1745,2000
1870,1745,2000
1871,1745,2000
1872,1745,2000
1873,1745,2000
1873,1745,2000
1874,1745,2000
1875,1745,2000
1875,1745,2000
1876,1745,2000
1877,1745,2000
1878,1745,2000
1878,1745,2000
1879,1745,2000
1880,1745,2000
1883,1748,2000
1886,1751,2000
1889,1755,2000
1892,1758,2000
1895,1761,2000
1898,1764,2000
1901,1767,2000
1904,1771,2000
1907,1774,2000
1910,1777,2000
1913,1780,2000
1916,1783,2000
1918,1786,2000
1921,1789,2000
1924,1793,2000
1927,1796,2000
1930,1799,2000
1933,1802,2000
1935,1805,2000
1938,1808,2000
1941,1811,2000
1944,1814,2000
1946,1818,2000
1949,1821,2000
1952,1824,2000
1954,1827,2000
1957,1830,2000
1960,1833,2000
1962,1836,2000
1965,1839,2000
1968,1842,2000
1970,1845,2000
1973,1848,2000
1975,1851,2000
1978,1855,2000
1980,1858,2000
1983,1861,2000
1985,1864,2000
1988,1867,2000
1990,1870,2000
1992,1873,2000
1995,1876,2000
1997,1879,2000
1999,1882,2000
2002,1885,2000
2004,1888,2000
2006,1891,2000
2009,1894,2000
2011,1897,2000
2013,1900,2000
2008,1896,2000
2002,1892,2000
1997,1887,2000
1992,1883,2000
1986,1879,2000
1981,1874,2000
1976,1870,2000
1970,1866,2000
1965,1862,2000
1960,1857,2000
1954,1853,2000
1949,1849,2000
1943,1845,2000
1938,1841,2000
1933,1836,2000
1927,1832,2000
1922,1828,2000
1917,1824,2000
1911,1820,2000
1906,1816,2000
1900,1812,2000
1895,1808,2000
1890,1804,2000
1884,1800,2000
1879,1796,2000
1874,1792,2000
1868,1788,2000
1863,1784,2000
1858,1780,2000
1852,1776,2000
1847,1772,2000
1842,1768,2000
1836,1764,2000
1831,1760,2000
1826,1757,2000
1821,1753,2000
1815,1749,2000
1810,1745,2000
1805,1741,2000
1800,1738,2000
1794,1734,2000
1789,1730,2000
1784,1727,2000
1779,1723,2000
1774,1720,2000
1768,1716,2000
1763,1713,2000
1758,1709,2000
1753,1706,2000
1748,1702,1000
1749,1701,1000
1751,1701,1000
1753,1700,1000
1754,1700,1000
1756,1699,1000
1757,1699,1000
1759,1698,1000
1761,1698,1000
1762,1697,1000
1764,1697,1000
1765,1696,1000
1767,1696,1000
1768,1695,1000
1770,1695,1000
1772,1694,1000
1773,1694,1000
1775,1693,1000
1776,1693,1000
1778,1692,1000
1779,1692,1000
1781,1692,1000
1782,1691,1000
1784,1691,1000
1786,1691,1000
1787,1690,1000
1789,1690,1000
1790,1690,1000
1792,1689,1000
1793,1689,1000
1795,1689,1000
1796,1689,1000
1798,1688,1000
1799,1688,1000
1801,1688,1000
1802,1688,1000
1804,1687,1000
1805,1687,1000
1807,1687,1000
1808,1687,1000
1810,1687,1000
1811,1687,1000
1813,1686,1000
1814,1686,1000
1816,1686,1000
1817,1686,1000
1819,1686,1000
1820,1686,1000
1822,1686,1000
1823,1686,1000
1825,1686,2000
1824,1686,2000
1823,1686,2000
1823,1686,2000
1822,1686,2000
1821,1686,2000
1820,1686,2000
1820,1686,2000
1819,1686,2000
1818,1686,2000
1817,1686,2000
1817,1686,2000
1816,1686,2000
1815,1686,2000
1814,1686,2000
1814,1686,2000
1813,1686,2000
1812,1686,2000
1811,1687,2000
1811,1687,2000
1810,1687,2000
1809,1687,2000
1808,1687,2000
1808,1687,2000
1807,1687,2000
1806,1687,2000
1805,1687,2000
1805,1687,2000
1804,1687,2000
1803,1687,2000
1802,1688,2000
1802,1688,2000
1801,1688,2000
1800,1688,2000
1799,1688,2000
1799,1688,2000
1798,1688,2000
1797,1688,2000
1796,1689,2000
1795,1689,2000
1795,1689,2000
1794,1689,2000
1793,1689,2000
1792,1689,2000
1792,1689,2000
1791,1689,2000
1790,1690,2000
1789,1690,2000
1789,1690,2000
1788,1690,2000
1787,1690,2000
1786,1689,2000
1785,1688,2000
1784,1687,2000
1782,1685,2000
1781,1684,2000
1780,1683,2000
1779,1682,2000
1778,1681,2000
1777,1679,2000
1775,1678,2000
1774,1677,2000
1773,1676,2000
1772,1675,2000
1771,1673,2000
1769,1672,2000
1768,1671,2000
1767,1670,2000
1766,1668,2000
1765,1667,2000
1764,1666,2000
1762,1665,2000
1761,1664,2000
1760,1662,2000
1759,1661,2000
1758,1660,2000
1756,1659,2000
1755,1658,2000
1754,1656,2000
1753,1655,2000
1752,1654,2000
1750,1653,2000
1749,1651,2000
